,Height,Weight,Sport
59650,169.0,60.0,Basketball
59813,213.0,104.0,Basketball
59875,188.0,70.0,Basketball
60167,206.0,105.0,Basketball
60168,206.0,105.0,Basketball
60188,202.0,101.0,Basketball
60465,172.0,63.0,Basketball
60469,195.0,93.0,Basketball
60470,195.0,93.0,Basketball
60485,172.0,62.0,Basketball
60529,207.0,105.0,Basketball
60622,197.0,86.0,Basketball
60623,213.0,100.0,Basketball
61079,178.0,70.0,Basketball
61096,206.0,137.0,Basketball
61415,195.0,86.0,Basketball
61416,195.0,86.0,Basketball
61417,195.0,86.0,Basketball
61523,175.0,68.0,Basketball
61524,175.0,68.0,Basketball
61525,175.0,68.0,Basketball
61526,175.0,68.0,Basketball
61527,175.0,68.0,Basketball
61602,187.0,77.0,Basketball
61617,185.0,80.0,Basketball
61730,170.0,65.0,Basketball
61768,184.0,73.0,Basketball
61878,170.0,65.0,Basketball
62000,208.0,120.0,Basketball
62001,208.0,120.0,Basketball
62002,208.0,120.0,Basketball
62036,187.0,78.0,Basketball
62303,189.0,84.0,Basketball
62444,194.0,80.0,Basketball
62589,196.0,89.0,Basketball
62688,175.0,75.0,Basketball
62691,198.0,85.0,Basketball
62692,198.0,85.0,Basketball
62755,198.0,94.0,Basketball
62802,185.0,75.0,Basketball
62941,180.0,66.0,Basketball
62942,180.0,66.0,Basketball
63135,190.0,90.0,Basketball
63817,193.0,95.0,Basketball
63872,190.0,77.0,Basketball
63873,190.0,77.0,Basketball
63874,190.0,77.0,Basketball
63875,168.0,74.0,Basketball
63942,164.0,53.0,Basketball
64160,196.0,97.0,Basketball
64269,196.0,92.0,Basketball
64270,196.0,92.0,Basketball
64271,196.0,92.0,Basketball
64890,190.0,86.0,Basketball
65128,208.0,90.0,Basketball
65177,165.0,55.0,Basketball
65277,178.0,70.0,Basketball
65324,185.0,84.0,Basketball
65365,178.0,66.0,Basketball
65565,213.0,109.0,Basketball
65566,213.0,109.0,Basketball
65817,180.0,68.0,Basketball
65890,192.0,79.0,Basketball
66102,210.0,106.0,Basketball
66263,193.0,95.0,Basketball
66266,182.0,70.0,Basketball
66267,182.0,70.0,Basketball
66280,176.0,73.0,Basketball
66308,190.0,74.0,Basketball
66309,190.0,74.0,Basketball
66310,190.0,74.0,Basketball
66464,193.0,98.0,Basketball
66663,187.0,78.0,Basketball
66664,187.0,78.0,Basketball
66670,188.0,70.0,Basketball
66671,188.0,70.0,Basketball
66855,213.0,108.0,Basketball
67174,188.0,82.0,Basketball
67550,211.0,96.0,Basketball
67584,208.0,125.0,Basketball
67619,179.0,78.0,Basketball
67686,215.0,118.0,Basketball
68008,183.0,68.0,Basketball
68150,204.0,111.0,Basketball
68244,179.0,65.0,Basketball
68271,196.0,84.0,Basketball
68272,196.0,84.0,Basketball
68273,196.0,84.0,Basketball
68274,196.0,84.0,Basketball
68303,194.0,84.0,Basketball
68381,193.0,82.0,Basketball
68397,190.0,93.0,Basketball
68398,190.0,93.0,Basketball
68735,193.0,82.0,Basketball
68736,193.0,82.0,Basketball
68783,208.0,100.0,Basketball
69023,170.0,57.0,Basketball
69174,195.0,93.0,Basketball
69185,206.0,92.0,Basketball
69288,178.0,72.0,Basketball
69297,183.0,78.0,Basketball
69443,178.0,75.0,Basketball
69525,183.0,78.0,Basketball
69868,201.0,105.0,Basketball
70060,197.0,105.0,Basketball
70061,197.0,105.0,Basketball
70062,197.0,105.0,Basketball
70293,195.0,84.0,Basketball
70396,175.0,81.0,Basketball
70510,178.0,73.0,Basketball
70511,178.0,73.0,Basketball
70539,200.0,90.0,Basketball
70548,193.0,83.0,Basketball
70611,186.0,87.0,Basketball
70790,197.0,95.0,Basketball
71107,203.0,91.0,Basketball
71150,193.0,91.0,Basketball
71158,188.0,77.0,Basketball
71407,203.0,84.0,Basketball
71644,209.0,102.0,Basketball
71645,209.0,102.0,Basketball
71654,181.0,84.0,Basketball
71824,186.0,77.0,Basketball
71834,198.0,90.0,Basketball
71835,198.0,90.0,Basketball
71836,198.0,90.0,Basketball
72043,187.0,62.0,Basketball
72044,187.0,62.0,Basketball
72070,190.0,88.0,Basketball
72344,179.0,72.0,Basketball
72541,200.0,91.0,Basketball
72719,208.0,111.0,Basketball
72830,211.0,98.0,Basketball
72934,181.0,75.0,Basketball
72935,181.0,75.0,Basketball
73109,196.0,82.0,Basketball
73110,196.0,82.0,Basketball
73130,185.0,89.0,Basketball
73331,193.0,92.0,Basketball
73374,166.0,61.0,Basketball
73465,190.0,96.0,Basketball
73466,190.0,96.0,Basketball
73677,215.0,98.0,Basketball
73747,192.0,79.0,Basketball
73812,177.0,70.0,Basketball
73929,184.0,65.0,Basketball
74033,182.0,72.0,Basketball
74034,182.0,72.0,Basketball
74363,202.0,95.0,Basketball
74364,202.0,95.0,Basketball
74508,203.0,103.0,Basketball
74509,186.0,77.0,Basketball
74510,186.0,77.0,Basketball
74530,205.0,105.0,Basketball
74868,210.0,108.0,Basketball
74869,210.0,108.0,Basketball
75292,190.0,80.0,Basketball
75465,180.0,87.0,Basketball
75500,198.0,82.0,Basketball
75501,198.0,82.0,Basketball
75681,190.0,85.0,Basketball
75682,190.0,85.0,Basketball
75778,204.0,107.0,Basketball
75779,204.0,107.0,Basketball
75780,204.0,107.0,Basketball
75833,192.0,102.0,Basketball
75834,192.0,102.0,Basketball
75848,188.0,79.0,Basketball
75876,170.0,58.0,Basketball
76011,185.0,76.0,Basketball
76012,185.0,76.0,Basketball
76043,204.0,97.0,Basketball
76129,187.0,85.0,Basketball
76205,187.0,88.0,Basketball
76317,175.0,62.0,Basketball
76366,191.0,89.0,Basketball
76479,196.0,96.0,Basketball
76507,207.0,100.0,Basketball
76573,194.0,103.0,Basketball
76582,204.0,102.0,Basketball
76749,213.0,122.0,Basketball
76750,213.0,122.0,Basketball
76751,215.0,115.0,Basketball
76752,215.0,115.0,Basketball
76753,215.0,115.0,Basketball
76754,215.0,115.0,Basketball
76812,192.0,92.0,Basketball
76953,192.0,85.0,Basketball
77051,196.0,88.0,Basketball
77052,196.0,88.0,Basketball
77087,200.0,94.0,Basketball
77088,200.0,94.0,Basketball
77289,201.0,96.0,Basketball
77290,201.0,96.0,Basketball
77291,201.0,96.0,Basketball
77292,201.0,96.0,Basketball
77293,201.0,96.0,Basketball
77294,184.0,76.0,Basketball
77339,201.0,90.0,Basketball
77460,190.0,83.0,Basketball
77615,201.0,98.0,Basketball
77616,201.0,98.0,Basketball
77751,205.0,100.0,Basketball
77881,192.0,90.0,Basketball
77908,206.0,99.0,Basketball
78056,183.0,86.0,Basketball
78057,183.0,86.0,Basketball
78339,190.0,72.0,Basketball
78340,190.0,72.0,Basketball
78363,182.0,75.0,Basketball
78462,203.0,94.0,Basketball
78463,203.0,94.0,Basketball
78464,203.0,94.0,Basketball
78520,192.0,92.0,Basketball
78904,205.0,106.0,Basketball
78972,191.0,98.0,Basketball
79052,185.0,79.0,Basketball
79081,190.0,95.0,Basketball
79152,195.0,86.0,Basketball
79253,191.0,78.0,Basketball
79261,193.0,94.0,Basketball
79262,193.0,94.0,Basketball
79504,190.0,79.0,Basketball
79558,198.0,96.0,Basketball
79610,193.0,90.0,Basketball
79637,198.0,91.0,Basketball
79638,198.0,91.0,Basketball
79639,198.0,91.0,Basketball
79640,198.0,91.0,Basketball
79656,187.0,74.0,Basketball
79657,187.0,74.0,Basketball
79658,182.0,76.0,Basketball
79764,204.0,100.0,Basketball
79765,204.0,100.0,Basketball
80100,176.0,74.0,Basketball
80101,176.0,74.0,Basketball
80213,190.0,86.0,Basketball
80236,191.0,84.0,Basketball
80237,191.0,84.0,Basketball
80447,216.0,115.0,Basketball
80482,208.0,110.0,Basketball
80543,182.0,90.0,Basketball
80580,215.0,113.0,Basketball
80623,185.0,68.0,Basketball
80695,191.0,80.0,Basketball
80940,173.0,63.0,Basketball
80941,173.0,63.0,Basketball
81012,198.0,90.0,Basketball
81076,189.0,75.0,Basketball
81077,189.0,75.0,Basketball
81246,190.0,88.0,Basketball
81286,200.0,99.0,Basketball
81287,200.0,99.0,Basketball
81352,190.0,80.0,Basketball
81392,178.0,89.0,Basketball
81456,178.0,64.0,Basketball
81476,182.0,79.0,Basketball
81597,174.0,75.0,Basketball
81602,202.0,100.0,Basketball
81603,202.0,100.0,Basketball
81809,189.0,81.0,Basketball
81952,189.0,94.0,Basketball
82013,210.0,140.0,Basketball
82014,198.0,100.0,Basketball
82204,185.0,78.0,Basketball
82205,175.0,74.0,Basketball
82238,196.0,100.0,Basketball
82270,192.0,93.0,Basketball
82271,192.0,93.0,Basketball
82282,183.0,72.0,Basketball
82394,185.0,84.0,Basketball
82413,170.0,62.0,Basketball
82430,181.0,73.0,Basketball
82431,181.0,73.0,Basketball
82432,181.0,73.0,Basketball
82817,192.0,93.0,Basketball
83061,185.0,85.0,Basketball
83292,179.0,72.0,Basketball
83293,179.0,72.0,Basketball
83417,192.0,88.0,Basketball
83418,192.0,88.0,Basketball
83566,205.0,110.0,Basketball
83712,195.0,91.0,Basketball
83717,191.0,104.0,Basketball
83874,200.0,104.0,Basketball
83944,185.0,95.0,Basketball
84117,190.0,87.0,Basketball
84163,180.0,69.0,Basketball
84164,180.0,69.0,Basketball
84165,180.0,69.0,Basketball
84420,193.0,81.0,Basketball
84421,193.0,81.0,Basketball
84471,198.0,88.0,Basketball
84627,190.0,84.0,Basketball
84720,203.0,94.0,Basketball
84769,195.0,82.0,Basketball
85164,184.0,76.0,Basketball
85257,200.0,100.0,Basketball
85371,193.0,83.0,Basketball
85372,193.0,83.0,Basketball
85490,198.0,102.0,Basketball
85557,172.0,69.0,Basketball
85680,188.0,77.0,Basketball
85694,195.0,90.0,Basketball
85707,205.0,106.0,Basketball
85883,189.0,82.0,Basketball
85978,192.0,84.0,Basketball
85979,192.0,84.0,Basketball
86014,186.0,78.0,Basketball
86015,186.0,78.0,Basketball
86048,197.0,75.0,Basketball
86049,197.0,75.0,Basketball
86051,182.0,70.0,Basketball
86249,192.0,80.0,Basketball
86250,183.0,79.0,Basketball
86263,180.0,78.0,Basketball
86310,190.0,96.0,Basketball
86311,190.0,96.0,Basketball
86313,180.0,72.0,Basketball
86465,183.0,60.0,Basketball
86466,185.0,72.0,Basketball
86467,175.0,63.0,Basketball
86618,184.0,78.0,Basketball
86661,192.0,85.0,Basketball
86662,192.0,85.0,Basketball
86714,192.0,80.0,Basketball
86715,192.0,80.0,Basketball
86801,188.0,70.0,Basketball
87006,180.0,72.0,Basketball
87110,204.0,112.0,Basketball
87111,204.0,112.0,Basketball
87113,200.0,105.0,Basketball
87114,200.0,105.0,Basketball
87115,200.0,105.0,Basketball
87139,182.0,78.0,Basketball
87140,182.0,78.0,Basketball
87294,193.0,88.0,Basketball
87306,190.0,75.0,Basketball
87337,178.0,65.0,Basketball
87387,184.0,73.0,Basketball
87415,175.0,68.0,Basketball
87475,182.0,80.0,Basketball
87608,164.0,60.0,Basketball
87650,189.0,80.0,Basketball
87651,189.0,80.0,Basketball
87679,185.0,80.0,Basketball
87938,204.0,86.0,Basketball
87972,218.0,110.0,Basketball
88034,188.0,78.0,Basketball
88106,203.0,104.0,Basketball
88243,180.0,73.0,Basketball
88447,181.0,72.0,Basketball
88629,180.0,67.0,Basketball
88671,206.0,102.0,Basketball
88672,206.0,102.0,Basketball
88738,201.0,96.0,Basketball
89118,195.0,103.0,Basketball
89122,183.0,80.0,Basketball
89123,183.0,80.0,Basketball
89167,194.0,90.0,Basketball
89241,190.0,78.0,Basketball
89353,186.0,85.0,Basketball
89501,168.0,62.0,Basketball
89502,168.0,62.0,Basketball
89603,176.0,71.0,Basketball
89636,207.0,85.0,Basketball
89678,183.0,69.0,Basketball
89736,177.0,70.0,Basketball
89814,184.0,78.0,Basketball
89886,188.0,74.0,Basketball
90309,216.0,105.0,Basketball
90526,190.0,83.0,Basketball
90640,170.0,60.0,Basketball
90723,200.0,91.0,Basketball
90724,180.0,88.0,Basketball
90738,196.0,100.0,Basketball
90760,173.0,65.0,Basketball
90916,191.0,70.0,Basketball
90965,186.0,78.0,Basketball
90984,202.0,93.0,Basketball
91103,189.0,82.0,Basketball
91200,162.0,63.0,Basketball
91201,162.0,63.0,Basketball
91202,162.0,63.0,Basketball
91203,162.0,63.0,Basketball
91274,192.0,76.0,Basketball
91275,192.0,76.0,Basketball
91301,200.0,85.0,Basketball
91621,166.0,65.0,Basketball
91753,192.0,80.0,Basketball
91873,194.0,86.0,Basketball
91874,198.0,95.0,Basketball
91875,198.0,95.0,Basketball
91945,188.0,79.0,Basketball
91948,191.0,73.0,Basketball
91949,191.0,73.0,Basketball
91953,197.0,83.0,Basketball
92278,191.0,78.0,Basketball
92353,190.0,86.0,Basketball
92436,170.0,70.0,Basketball
92557,203.0,102.0,Basketball
92596,191.0,91.0,Basketball
92602,207.0,110.0,Basketball
92619,178.0,68.0,Basketball
92620,178.0,68.0,Basketball
92669,178.0,70.0,Basketball
92680,183.0,80.0,Basketball
92681,183.0,80.0,Basketball
92682,183.0,80.0,Basketball
92683,183.0,80.0,Basketball
92718,186.0,73.0,Basketball
92827,180.0,70.0,Basketball
92828,180.0,70.0,Basketball
93346,185.0,83.0,Basketball
93539,184.0,75.0,Basketball
93604,175.0,61.0,Basketball
93605,175.0,61.0,Basketball
93606,175.0,61.0,Basketball
93950,182.0,95.0,Basketball
93951,182.0,95.0,Basketball
94012,188.0,86.0,Basketball
94050,188.0,73.0,Basketball
94311,181.0,72.0,Basketball
94312,181.0,72.0,Basketball
94313,181.0,72.0,Basketball
94358,162.0,53.0,Basketball
94453,188.0,79.0,Basketball
94454,188.0,79.0,Basketball
94471,183.0,73.0,Basketball
94509,198.0,91.0,Basketball
94619,190.0,78.0,Basketball
94620,190.0,78.0,Basketball
95006,210.0,115.0,Basketball
95051,170.0,69.0,Basketball
95052,170.0,69.0,Basketball
95060,205.0,102.0,Basketball
95063,189.0,85.0,Basketball
95067,180.0,78.0,Basketball
95068,180.0,78.0,Basketball
95069,180.0,78.0,Basketball
95097,198.0,95.0,Basketball
95098,198.0,95.0,Basketball
95099,198.0,95.0,Basketball
95100,198.0,95.0,Basketball
95101,198.0,95.0,Basketball
95102,198.0,95.0,Basketball
95103,198.0,95.0,Basketball
95108,200.0,98.0,Basketball
95109,200.0,98.0,Basketball
95152,203.0,105.0,Basketball
95270,188.0,80.0,Basketball
95396,208.0,120.0,Basketball
95454,188.0,83.0,Basketball
95582,203.0,100.0,Basketball
95640,212.0,115.0,Basketball
95951,203.0,102.0,Basketball
95964,182.0,70.0,Basketball
96209,198.0,95.0,Basketball
96279,190.0,78.0,Basketball
96280,190.0,78.0,Basketball
96698,188.0,84.0,Basketball
96744,180.0,61.0,Basketball
96747,211.0,115.0,Basketball
96881,192.0,84.0,Basketball
96882,192.0,84.0,Basketball
97424,180.0,82.0,Basketball
97505,196.0,93.0,Basketball
98242,191.0,65.0,Basketball
98571,179.0,71.0,Basketball
98572,179.0,71.0,Basketball
98573,179.0,71.0,Basketball
98578,186.0,92.0,Basketball
98868,174.0,60.0,Basketball
98869,174.0,60.0,Basketball
99059,203.0,102.0,Basketball
99265,195.0,86.0,Basketball
99266,195.0,86.0,Basketball
99295,204.0,92.0,Basketball
99317,195.0,91.0,Basketball
99392,211.0,120.0,Basketball
99531,188.0,76.0,Basketball
99708,187.0,82.0,Basketball
99709,187.0,82.0,Basketball
99955,198.0,87.0,Basketball
99956,198.0,87.0,Basketball
99957,198.0,87.0,Basketball
99959,187.0,75.0,Basketball
99965,216.0,135.0,Basketball
100007,195.0,98.0,Basketball
100091,190.0,82.0,Basketball
100149,200.0,95.0,Basketball
100150,200.0,95.0,Basketball
100174,173.0,61.0,Basketball
100183,200.0,88.0,Basketball
100499,191.0,90.0,Basketball
100500,191.0,90.0,Basketball
101129,165.0,60.0,Basketball
101434,180.0,68.0,Basketball
101671,195.0,105.0,Basketball
101845,208.0,107.0,Basketball
101894,206.0,100.0,Basketball
101895,206.0,100.0,Basketball
101964,198.0,97.0,Basketball
101989,180.0,65.0,Basketball
102083,190.0,79.0,Basketball
102084,190.0,79.0,Basketball
102255,198.0,94.0,Basketball
102567,183.0,80.0,Basketball
102596,187.0,85.0,Basketball
102597,187.0,85.0,Basketball
102784,183.0,84.0,Basketball
102785,183.0,84.0,Basketball
102823,211.0,98.0,Basketball
102997,190.0,85.0,Basketball
103041,203.0,91.0,Basketball
103042,203.0,91.0,Basketball
103043,203.0,91.0,Basketball
103433,193.0,85.0,Basketball
103530,190.0,87.0,Basketball
103580,179.0,76.0,Basketball
103917,182.0,84.0,Basketball
103994,206.0,110.0,Basketball
103995,206.0,110.0,Basketball
103996,206.0,110.0,Basketball
104072,191.0,84.0,Basketball
104181,195.0,85.0,Basketball
104182,195.0,85.0,Basketball
104191,201.0,108.0,Basketball
104298,198.0,100.0,Basketball
104530,180.0,69.0,Basketball
104531,180.0,69.0,Basketball
104545,182.0,83.0,Basketball
104563,183.0,77.0,Basketball
104566,185.0,80.0,Basketball
104687,187.0,70.0,Basketball
104716,181.0,69.0,Basketball
104717,181.0,69.0,Basketball
104854,199.0,96.0,Basketball
104963,196.0,85.0,Basketball
104964,196.0,85.0,Basketball
104965,196.0,85.0,Basketball
104966,196.0,85.0,Basketball
104976,206.0,107.0,Basketball
105003,190.0,81.0,Basketball
105294,167.0,57.0,Basketball
105405,213.0,106.0,Basketball
105753,190.0,82.0,Basketball
105758,203.0,114.0,Basketball
105759,203.0,114.0,Basketball
105760,203.0,114.0,Basketball
105955,182.0,67.0,Basketball
105956,182.0,67.0,Basketball
105957,182.0,67.0,Basketball
105958,182.0,67.0,Basketball
106030,178.0,68.0,Basketball
106121,205.0,115.0,Basketball
106190,205.0,105.0,Basketball
106191,205.0,105.0,Basketball
106219,189.0,86.0,Basketball
106220,189.0,86.0,Basketball
106221,189.0,86.0,Basketball
106323,190.0,89.0,Basketball
106668,186.0,77.0,Basketball
106669,186.0,77.0,Basketball
106770,201.0,87.0,Basketball
106771,201.0,87.0,Basketball
106789,199.0,100.0,Basketball
106814,193.0,92.0,Basketball
106815,193.0,92.0,Basketball
106816,193.0,92.0,Basketball
106817,193.0,92.0,Basketball
106885,186.0,85.0,Basketball
106886,186.0,85.0,Basketball
106939,211.0,117.0,Basketball
106940,211.0,117.0,Basketball
106941,211.0,117.0,Basketball
106966,183.0,84.0,Basketball
107067,190.0,86.0,Basketball
107174,203.0,102.0,Basketball
107245,176.0,73.0,Basketball
107258,172.0,63.0,Basketball
107352,208.0,94.0,Basketball
107353,208.0,94.0,Basketball
107708,195.0,90.0,Basketball
107803,176.0,68.0,Basketball
107804,176.0,68.0,Basketball
107848,185.0,76.0,Basketball
107849,185.0,76.0,Basketball
107863,205.0,97.0,Basketball
107881,190.0,87.0,Basketball
107899,185.0,80.0,Basketball
107934,175.0,68.0,Basketball
107938,183.0,75.0,Basketball
107941,180.0,68.0,Basketball
107963,185.0,79.0,Basketball
107964,185.0,79.0,Basketball
107965,185.0,79.0,Basketball
108042,198.0,93.0,Basketball
108064,208.0,94.0,Basketball
108065,208.0,94.0,Basketball
108123,193.0,88.0,Basketball
108192,185.0,78.0,Basketball
108203,212.0,106.0,Basketball
108332,182.0,70.0,Basketball
108337,194.0,90.0,Basketball
108448,205.0,91.0,Basketball
108449,205.0,91.0,Basketball
108450,205.0,91.0,Basketball
108456,201.0,100.0,Basketball
108457,201.0,100.0,Basketball
108458,201.0,100.0,Basketball
108544,173.0,63.0,Basketball
108683,178.0,67.0,Basketball
108722,183.0,69.0,Basketball
108893,183.0,79.0,Basketball
108894,183.0,80.0,Basketball
108901,177.0,61.0,Basketball
109434,173.0,61.0,Basketball
109529,180.0,79.0,Basketball
109598,195.0,93.0,Basketball
109625,205.0,100.0,Basketball
109645,180.0,75.0,Basketball
109702,182.0,81.0,Basketball
109780,185.0,70.0,Basketball
109857,209.0,115.0,Basketball
109999,191.0,89.0,Basketball
110022,203.0,93.0,Basketball
110030,172.0,59.0,Basketball
110073,203.0,93.0,Basketball
110122,185.0,91.0,Basketball
110197,197.0,92.0,Basketball
110198,197.0,92.0,Basketball
110244,193.0,102.0,Basketball
110505,211.0,120.0,Basketball
110516,198.0,90.0,Basketball
110517,198.0,90.0,Basketball
110567,172.0,78.0,Basketball
110709,207.0,115.0,Basketball
110710,207.0,115.0,Basketball
110785,195.0,85.0,Basketball
110786,195.0,85.0,Basketball
110799,179.0,72.0,Basketball
110813,196.0,94.0,Basketball
110848,191.0,86.0,Basketball
111083,183.0,73.0,Basketball
111167,206.0,106.0,Basketball
111454,195.0,90.0,Basketball
111490,194.0,88.0,Basketball
111775,192.0,82.0,Basketball
111791,176.0,66.0,Basketball
111930,197.0,104.0,Basketball
111948,168.0,65.0,Basketball
112091,180.0,80.0,Basketball
112092,204.0,101.0,Basketball
112128,187.0,78.0,Basketball
112199,174.0,71.0,Basketball
112292,202.0,102.0,Basketball
112343,168.0,60.0,Basketball
112433,190.0,80.0,Basketball
112438,195.0,90.0,Basketball
112439,195.0,90.0,Basketball
112441,185.0,85.0,Basketball
112530,166.0,60.0,Basketball
112562,213.0,122.0,Basketball
112563,175.0,70.0,Basketball
112582,180.0,75.0,Basketball
112588,187.0,78.0,Basketball
112617,194.0,80.0,Basketball
112618,194.0,80.0,Basketball
112624,196.0,86.0,Basketball
112709,205.0,110.0,Basketball
112710,205.0,110.0,Basketball
112754,180.0,73.0,Basketball
112861,186.0,80.0,Basketball
112875,180.0,76.0,Basketball
112923,192.0,91.0,Basketball
112924,192.0,91.0,Basketball
112979,185.0,78.0,Basketball
113094,183.0,77.0,Basketball
113137,180.0,73.0,Basketball
113145,198.0,95.0,Basketball
113223,190.0,85.0,Basketball
113479,203.0,80.0,Basketball
113544,173.0,68.0,Basketball
113545,173.0,68.0,Basketball
113549,186.0,81.0,Basketball
113573,183.0,81.0,Basketball
113587,177.0,68.0,Basketball
113683,173.0,65.0,Basketball
113684,173.0,65.0,Basketball
113685,173.0,65.0,Basketball
113776,203.0,100.0,Basketball
113861,203.0,96.0,Basketball
113862,203.0,96.0,Basketball
113956,188.0,73.0,Basketball
113969,178.0,73.0,Basketball
114012,172.0,52.0,Basketball
114294,168.0,59.0,Basketball
114328,198.0,85.0,Basketball
114329,198.0,85.0,Basketball
114334,179.0,75.0,Basketball
114476,208.0,102.0,Basketball
114556,180.0,69.0,Basketball
114694,192.0,95.0,Basketball
114695,192.0,95.0,Basketball
114703,211.0,113.0,Basketball
114716,187.0,78.0,Basketball
114764,208.0,114.0,Basketball
114765,208.0,114.0,Basketball
114797,180.0,74.0,Basketball
114813,180.0,72.0,Basketball
114904,183.0,69.0,Basketball
115052,205.0,100.0,Basketball
115053,205.0,100.0,Basketball
115168,176.0,59.0,Basketball
115492,208.0,102.0,Basketball
115512,190.0,84.0,Basketball
115545,183.0,74.0,Basketball
115547,180.0,75.0,Basketball
115577,193.0,92.0,Basketball
